# Test results for rooting positions on every branch
# This file can be read in MS Excel or in R with command:
#    dat=read.csv('nonrev_aa_roottest.roottest.csv',comment.char='#')
# Columns are comma-separated with following meanings:
#    ID:      Branch ID
#    logL:    Log-likelihood of the tree rooted at this branch
#    deltaL:  logL difference from the maximal logl
#    bp-RELL: bootstrap proportion using RELL method (Kishino et al. 1990)
#    p-KH:    p-value of one sided Kishino-Hasegawa test (1989)
#    p-SH:    p-value of Shimodaira-Hasegawa test (2000)
#    c-ELW:   Expected Likelihood Weight (Strimmer & Rambaut 2002)
#    p-AU:    p-value of approximately unbiased (AU) test (Shimodaira, 2002)
ID,logL,deltaL,bp-RELL,p-KH,p-SH,c-ELW,p-AU
644,-32208.77614,27.33428907,0,0,0.002,3.249553148e-09,0.02191032219
271,-32208.81261,27.37075385,0,0,0.008,6.143873963e-07,7.682240461e-06
185,-32208.8944,27.45254936,0,0,0.001,1.432907086e-08,1.169520812e-26
475,-32208.90797,27.46611951,0,0,0.001,6.659565207e-09,0.0002200331485
235,-32209.02018,27.57833057,0,0,0.005,3.603813275e-07,3.573782973e-75
143,-32209.04543,27.60357472,0,0,0.006,2.699873279e-07,1.893115012e-22
752,-32209.07078,27.62892622,0,0,0.001,1.396345362e-08,1.543215091e-34
753,-32209.0708,27.62894592,0,0,0.001,1.395448016e-08,1.775467832e-54
657,-32209.08823,27.64637842,0,0,0.001,1.297297299e-09,0.02349964756
391,-32209.12766,27.68580711,0,0.001,0.007,1.609203547e-08,0.006486677457
388,-32209.13044,27.68858923,0,0,0.001,6.806362835e-09,0.001662520466
468,-32209.17116,27.72931177,0,0,0.001,8.30559761e-09,0.002786492492
184,-32209.19072,27.74887135,0,0,0.001,1.04976225e-08,0.02537853187
469,-32209.20307,27.76121933,0,0,0.001,1.040049515e-08,8.827918539e-26
436,-32209.22185,27.7800002,0,0.003,0.016,3.861704189e-07,0.01178330614
435,-32209.22185,27.78000021,0,0.003,0.016,3.861704149e-07,0.01178330642
115,-32209.23784,27.79598264,0,0.001,0.012,8.167448354e-07,0.001605830556
187,-32209.28241,27.84055265,0,0,0.001,1.60024281e-08,6.132587556e-67
467,-32209.35003,27.90817251,0,0,0.001,5.495414652e-09,0.0005800063226
658,-32209.36374,27.92188465,0,0,0.001,1.468423657e-09,0.04392262983
194,-32209.41231,27.97045687,0,0,0,8.174099408e-09,0.001754540343
195,-32209.41241,27.97055713,0,0,0,8.173383781e-09,0.001753320117
707,-32209.41283,27.97097472,0,0,0.001,9.104232101e-09,0.0001114486959
718,-32209.41321,27.97136004,0,0,0.001,9.103701322e-09,0.0001113997628
256,-32209.41573,27.97387539,0,0,0.007,2.840363329e-07,0.004870848291
261,-32209.4159,27.97405188,0,0,0.007,2.839549271e-07,0.004876129309
715,-32209.4317,27.9898428,0,0,0.004,3.198809189e-08,4.748892472e-05
716,-32209.43174,27.98988787,0,0,0.004,3.199060369e-08,4.730767319e-05
717,-32209.4319,27.99004414,0,0,0.004,3.198602045e-08,4.720523794e-05
118,-32209.56267,28.12081894,0,0,0.008,7.079241027e-07,0.01679895758
192,-32209.61966,28.17781109,0,0,0.001,4.242969411e-09,0.004676499104
384,-32209.62496,28.18310249,0,0,0.001,3.433502341e-09,0.08270188824
385,-32209.62523,28.18337938,0,0,0.001,3.432593529e-09,0.08270158424
214,-32209.63046,28.18860358,0,0,0.002,2.851747828e-07,0.000864455912
257,-32209.68739,28.24553316,0,0,0.007,3.162573014e-07,0.001141487182
260,-32209.68757,28.24572177,0,0,0.007,3.162172682e-07,0.001141607982
383,-32209.73183,28.28997761,0,0,0.001,3.822875535e-09,0.002946491859
189,-32209.75895,28.31709638,0,0,0.001,3.491354804e-09,0.0039816568
190,-32209.81505,28.37319527,0,0,0.001,4.817964138e-09,2.694680156e-19
730,-32209.86242,28.42056352,0,0,0.001,1.410678325e-08,0.0008889609866
732,-32209.86242,28.42057051,0,0,0.001,1.410607501e-08,0.0008891065753
731,-32209.86396,28.4221107,0,0,0.001,1.411705512e-08,0.000409638541
648,-32209.9075,28.46564772,0,0,0.001,4.486291333e-09,0.01414824018
647,-32209.92245,28.48059481,0,0,0.001,4.138367346e-09,0.01605895704
191,-32209.93348,28.49162795,0,0,0.001,3.045188173e-09,0.005273938199
719,-32209.94015,28.49829525,0,0,0.001,1.346330583e-08,0.0009314124349
236,-32209.97523,28.53338204,0,0,0.003,5.843380666e-07,2.320822665e-10
251,-32209.97532,28.53346993,0,0,0.003,5.842912e-07,2.117244978e-10
268,-32209.9785,28.53664648,0,0,0.002,3.916218143e-08,2.971637299e-40
708,-32210.08386,28.64200704,0,0,0.002,6.475263404e-09,9.798965596e-05
710,-32210.08389,28.64203859,0,0,0.002,6.475756445e-09,9.800185802e-05
709,-32210.0839,28.64204672,0,0,0.002,6.475584699e-09,9.805269191e-05
392,-32210.2248,28.78294291,0,0.001,0.008,8.137430782e-09,5.003350095e-75
393,-32210.30099,28.85914115,0,0.001,0.01,1.062185684e-08,1.062023288e-70
394,-32210.30126,28.85940732,0,0.001,0.01,1.061916927e-08,3.494309728e-71
655,-32210.35022,28.90836377,0,0,0.002,3.653000854e-09,0.02043040314
656,-32210.35032,28.90846911,0,0,0.002,3.652612157e-09,0.02043402466
237,-32210.59725,29.15539535,0,0,0.002,4.105215029e-07,0.0003482161617
479,-32210.73722,29.29537221,0,0,0.002,6.393918138e-09,0.0009592276772
480,-32210.73734,29.29548908,0,0,0.002,6.393177239e-09,0.0009594178275
242,-32210.75981,29.31795806,0,0,0.002,4.748454819e-07,0.003599570273
395,-32210.76328,29.32142973,0,0,0.007,4.448833531e-09,7.505155201e-05
239,-32210.78634,29.34449054,0,0,0.003,3.447282528e-07,3.161020663e-05
238,-32210.78637,29.34451816,0,0,0.003,3.445599127e-07,3.021650385e-05
90,-32210.83781,29.39596145,0,0,0.001,3.815500424e-08,0.01560701352
91,-32210.83787,29.39601521,0,0,0.001,3.811249482e-08,0.01571066213
240,-32210.88094,29.43909238,0,0,0.001,3.189648502e-07,0.0002019064192
241,-32210.88095,29.43909275,0,0,0.001,3.189648485e-07,0.0002019114875
386,-32210.94359,29.50173369,0,0,0.003,2.023487697e-09,0.008098858761
387,-32210.94359,29.50173442,0,0,0.003,2.023486829e-09,0.008098858355
779,-32211.02928,29.58742681,0,0,0,9.957169946e-09,0.0008904040494
778,-32211.02932,29.58746596,0,0,0,9.95691497e-09,0.0008904072331
780,-32211.02936,29.587507,0,0,0,9.956291276e-09,0.0008904016833
781,-32211.0294,29.58754927,0,0,0,9.955828966e-09,0.0008904004134
777,-32211.03228,29.59043022,0,0,0,9.990230779e-09,0.000894957183
782,-32211.03612,29.59426829,0,0,0,9.811879784e-09,0.000913602481
772,-32211.10522,29.66336925,0,0,0,4.563157381e-10,0.001509837467
773,-32211.10528,29.663432,0,0,0,4.561453569e-10,0.001512757664
302,-32211.11957,29.6777187,0,0,0.001,2.192217602e-09,0.001083815835
321,-32211.11973,29.67787279,0,0,0.001,2.191226035e-09,0.001064482486
464,-32211.16242,29.72056443,0,0,0.002,5.817469732e-08,0.0006344035002
465,-32211.16247,29.72061351,0,0,0.002,5.816798107e-08,0.0006350519809
784,-32211.18614,29.74429026,0,0,0,9.654264914e-09,0.01310467326
783,-32211.18616,29.74430842,0,0,0,9.6540143e-09,0.01310497764
106,-32211.2498,29.80794766,0,0,0.001,3.905454299e-08,0.03520331939
93,-32211.24983,29.80798213,0,0,0.001,3.905356633e-08,0.03520105741
92,-32211.24984,29.80798263,0,0,0.001,3.905277566e-08,0.0352068345
711,-32211.38668,29.94482838,0,0,0.001,2.372010786e-09,0.0004775656061
714,-32211.38679,29.94493874,0,0,0.001,2.371674557e-09,0.0004775383468
713,-32211.38684,29.94498862,0,0,0.001,2.371655394e-09,0.0004777059827
712,-32211.38684,29.94498862,0,0,0.001,2.371655394e-09,0.0004777059827
672,-32211.43321,29.99135877,0,0,0.001,4.092960244e-10,0.03533174062
249,-32211.45144,30.00958636,0,0,0.002,1.376497888e-07,1.438615663e-36
687,-32211.45818,30.01632651,0,0,0.001,4.135314026e-10,0.03184878723
223,-32211.4691,30.02724423,0,0,0.002,1.334453715e-06,0.001192296618
216,-32211.46905,30.027201,0,0,0.002,1.327435856e-06,0.001234618787
262,-32211.59288,30.15102568,0,0,0.003,3.494083975e-07,0.01308008054
248,-32211.62143,30.17957679,0,0,0.002,8.282773818e-08,3.426650863e-46
247,-32211.62156,30.17970605,0,0,0.002,8.281081206e-08,5.670610939e-46
107,-32211.67913,30.23727365,0,0,0,1.481597279e-08,0.03267601771
96,-32211.68607,30.24421596,0,0,0.001,3.575899983e-08,0.03348199786
95,-32211.68607,30.24421596,0,0,0.001,3.575899954e-08,0.03348199863
94,-32211.68607,30.24421668,0,0,0.001,3.57589752e-08,0.03348216647
97,-32211.68613,30.24427569,0,0,0.001,3.575892256e-08,0.03352219843
243,-32211.76765,30.3257971,0,0,0.001,8.946007311e-08,3.365855117e-35
246,-32211.76767,30.32582158,0,0,0.001,8.945310469e-08,2.355565949e-35
245,-32211.76774,30.32588612,0,0,0.001,8.945189603e-08,2.826189955e-35
244,-32211.76774,30.32588612,0,0,0.001,8.945189603e-08,2.826189955e-35
222,-32211.88049,30.43863712,0,0,0.001,1.990566211e-07,0.001032288567
250,-32211.89799,30.45614128,0,0,0.001,6.256994052e-08,1.73415835e-112
217,-32211.97482,30.53297038,0,0,0.001,2.140421807e-07,0.001127600306
803,-32211.98944,30.54758971,0,0,0.002,4.03885297e-09,6.952672315e-34
804,-32211.98944,30.54758971,0,0,0.002,4.038852941e-09,6.952463408e-34
263,-32212.13984,30.69798895,0,0,0.003,1.970485449e-07,0.005132142582
695,-32212.14133,30.69947579,0,0,0.001,1.18524653e-09,0.02283992115
720,-32212.19254,30.75069162,0,0,0.001,3.459633856e-09,0.001085206154
729,-32212.19264,30.75078774,0,0,0.001,3.459499064e-09,0.001086575072
688,-32212.24021,30.79835969,0,0,0.001,7.451876209e-10,0.02352943837
728,-32212.2541,30.81224704,0,0,0.001,2.785187677e-09,0.0005561650375
675,-32212.26397,30.82211319,0,0,0.002,1.200819205e-09,0.01764974473
674,-32212.26399,30.82213388,0,0,0.002,1.200786796e-09,0.01764982333
676,-32212.26403,30.82217567,0,0,0.002,1.200740535e-09,0.01765004816
673,-32212.27101,30.829157,0,0,0.002,5.681406199e-10,0.02239507221
703,-32212.34725,30.90539498,0,0,0.001,5.207293177e-10,0.02404282301
698,-32212.34735,30.90550118,0,0,0.001,5.227059536e-10,0.02417734982
108,-32212.45227,31.01041557,0,0,0,6.889344815e-09,0.02902697134
109,-32212.45235,31.01049989,0,0,0,6.888707162e-09,0.02902812633
677,-32212.51364,31.07178267,0,0,0.002,9.663792876e-10,0.02175024091
678,-32212.56371,31.12185546,0,0,0.002,2.442178028e-10,0.04353855469
324,-32212.60597,31.16411638,0,0,0,3.401349707e-10,0.02686298151
323,-32212.60597,31.16411406,0,0,0,3.404920849e-10,0.03009260892
303,-32212.67198,31.23013003,0,0,0,3.801210244e-10,0.03727113697
320,-32212.67212,31.23026287,0,0,0,3.800212621e-10,0.03725169683
650,-32212.6921,31.25024655,0,0,0.001,4.684973298e-10,2.398973845e-29
721,-32212.71229,31.27043436,0,0,0.001,1.614066216e-09,0.001163493636
722,-32212.71231,31.27046225,0,0,0.001,1.61398396e-09,0.001163490506
723,-32212.7124,31.27054685,0,0,0.001,1.613856369e-09,0.001163354497
724,-32212.71246,31.2706083,0,0,0.001,1.613763731e-09,0.001163255647
725,-32212.71256,31.27070583,0,0,0.001,1.613631024e-09,0.001163132287
651,-32212.85659,31.41473954,0,0,0.001,2.603262451e-10,9.178993931e-39
269,-32212.91438,31.47252598,0,0,0,3.861806136e-09,4.485374095e-05
270,-32212.91451,31.47266122,0,0,0,3.861321399e-09,4.487204516e-05
660,-32213.14782,31.70596937,0,0,0.001,1.924516348e-09,0.01712180483
659,-32213.14788,31.70602266,0,0,0.001,1.924228089e-09,0.01712163315
694,-32213.18224,31.74038536,0,0,0,3.29663676e-10,0.01581706121
689,-32213.18231,31.74045729,0,0,0,3.275259157e-10,0.01186376647
765,-32213.56318,32.12133095,0,0,0.002,1.25912626e-09,0.04054270391
763,-32213.56323,32.12137993,0,0,0.002,1.259041381e-09,0.04051813003
764,-32213.56326,32.12141223,0,0,0.002,1.259032969e-09,0.04056006
726,-32213.58991,32.1480618,0,0,0.001,1.335928554e-09,0.00207459355
727,-32213.58993,32.14807664,0,0,0.001,1.335734968e-09,0.00216086983
754,-32213.64891,32.20705813,0,0,0.002,4.2871365e-10,0.0004283087556
767,-32213.6489,32.20704924,0,0,0.002,4.288652915e-10,0.0004580678432
304,-32213.67294,32.23108411,0,0,0,3.896571069e-09,0.05589981114
305,-32213.67294,32.23108832,0,0,0,3.896774443e-09,0.05590199354
314,-32213.67307,32.23122112,0,0,0,3.896030116e-09,0.05590319227
117,-32213.73271,32.29085279,0,0,0.004,3.728648501e-07,1.658599721e-07
116,-32213.73271,32.29085279,0,0,0.004,3.728648501e-07,1.658599721e-07
348,-32213.78469,32.34284002,0,0,0.001,1.056774417e-10,0.05304474803
349,-32213.78479,32.34293834,0,0,0.001,1.056677155e-10,0.05304478004
690,-32213.79338,32.35153173,0,0,0,2.899995664e-10,0.01530517657
693,-32213.79344,32.35158497,0,0,0,2.899977901e-10,0.01530460456
692,-32213.79346,32.3516107,0,0,0,2.899807776e-10,0.01530784217
691,-32213.79346,32.3516107,0,0,0,2.899807776e-10,0.01530784217
306,-32213.90523,32.46337902,0,0,0,2.978204114e-09,0.04875261625
307,-32213.94599,32.50413631,0,0,0,2.858079668e-09,0.06541782874
310,-32213.94617,32.5043129,0,0,0,2.857619275e-09,0.06543013269
684,-32214.0255,32.58365083,0,0,0.002,1.171523551e-10,0.02036084034
685,-32214.04107,32.59921692,0,0,0.002,6.38745109e-11,5.797375762e-41
258,-32214.06478,32.62292334,0,0.001,0.004,1.453453017e-07,7.995824992e-63
259,-32214.06487,32.62301518,0,0.001,0.004,1.453328405e-07,3.745328623e-63
311,-32214.06991,32.62805486,0,0,0,2.723136741e-09,0.05516407742
308,-32214.07107,32.62922068,0,0,0,2.532848385e-09,0.06320357214
309,-32214.07111,32.62925626,0,0,0,2.532868196e-09,0.06318853221
224,-32214.23011,32.78825738,0,0,0.001,1.052117814e-06,0.01788863741
227,-32214.25513,32.813279,0,0,0.001,1.191721353e-06,0.01773753645
762,-32214.25818,32.81632329,0,0,0.002,5.736380849e-10,0.0002702331285
766,-32214.2582,32.81635186,0,0,0.002,5.736678947e-10,0.0002704272563
653,-32214.25944,32.81758683,0,0,0.001,2.644272579e-10,6.162827219e-36
652,-32214.26139,32.81953896,0,0,0.001,2.423805614e-10,8.99835245e-110
686,-32214.34725,32.90539568,0,0,0.001,5.497075973e-11,4.401271019e-42
680,-32214.35415,32.91229258,0,0,0.001,5.921304295e-11,2.177046831e-50
679,-32214.35475,32.91289365,0,0,0.001,5.842532792e-11,2.249903255e-127
681,-32214.35477,32.91291554,0,0,0.001,5.997105122e-11,2.052417714e-54
683,-32214.35482,32.91296742,0,0,0.001,5.996826026e-11,8.716710594e-55
682,-32214.35482,32.91296742,0,0,0.001,5.996826026e-11,8.716710594e-55
225,-32214.49658,33.05472308,0,0,0.001,4.736336847e-07,0.01750586036
758,-32214.50389,33.06203362,0,0,0.002,2.693524105e-10,0.01883424404
226,-32214.53763,33.09577283,0,0,0.001,5.874800285e-07,0.03051723633
319,-32214.59828,33.15642987,0,0,0,2.534893147e-10,0.001145448189
145,-32214.66057,33.21872225,0,0.001,0.004,1.965931005e-08,0.001162820905
144,-32214.66063,33.21878108,0,0.001,0.004,1.965828361e-08,0.001162079052
755,-32214.72902,33.28716523,0,0,0.002,2.500875529e-10,0.0001261100782
756,-32214.75482,33.3129715,0,0,0.002,2.960557691e-10,0.0001082978202
759,-32214.75487,33.31302042,0,0,0.002,2.961870439e-10,0.0001095487194
757,-32214.84193,33.40008187,0,0,0.002,1.880972505e-10,0.02285073224
312,-32214.85827,33.41642012,0,0,0,1.120128178e-09,0.03627721587
316,-32215.213,33.77114615,0,0,0,4.520956125e-09,0.00115267267
318,-32215.24829,33.80643699,0,0,0,5.987526493e-09,0.001100977073
317,-32215.24829,33.80643699,0,0,0,5.987526493e-09,0.001100977073
315,-32215.25006,33.80820808,0,0,0,2.699983438e-09,0.001901245842
313,-32215.35808,33.91623203,0,0,0,9.031588182e-10,0.03978359992
220,-32215.93895,34.49709355,0,0.001,0.003,6.312532635e-09,0.005055437121
219,-32216.39428,34.95242451,0,0,0.003,4.301895575e-09,0.004409716338
218,-32216.39432,34.95247122,0,0,0.003,4.301690502e-09,0.004409942371
221,-32216.39436,34.95250313,0,0,0.003,4.301595472e-09,0.004410340186
326,-32216.61712,35.17526673,0,0,0,2.905096873e-11,0.008247589442
325,-32216.61712,35.17526673,0,0,0,2.905096873e-11,0.008247589442
760,-32217.10995,35.66809614,0,0,0.002,4.70109184e-11,5.73874563e-05
761,-32217.1145,35.67264915,0,0,0.002,4.679728792e-11,3.543148967e-05
774,-32217.24924,35.80738559,0,0,0,2.404619709e-11,0.03892868969
775,-32217.24932,35.80747163,0,0,0,2.404406166e-11,0.03893413656
702,-32217.45411,36.01225579,0,0,0,5.551020568e-11,2.512281372e-36
699,-32217.62158,36.17973053,0,0,0,3.877158673e-11,4.897194748e-54
99,-32217.79943,36.35757486,0,0,0,2.596493946e-11,1.988604321e-49
100,-32217.7995,36.35764612,0,0,0,2.596319781e-11,2.124008039e-50
101,-32217.79951,36.35766167,0,0,0,2.596140001e-11,5.370643735e-51
98,-32217.79956,36.35771192,0,0,0,2.596151149e-11,1.852462916e-51
102,-32218.51122,37.06936741,0,0,0,1.315776725e-11,0.0180658133
103,-32218.51124,37.06938347,0,0,0,1.315757185e-11,0.01806629629
105,-32218.51133,37.06947328,0,0,0,1.315648933e-11,0.01806900522
104,-32218.51133,37.06947328,0,0,0,1.315648933e-11,0.01806900522
701,-32219.15334,37.71148997,0,0,0,8.409961179e-12,4.960422626e-27
700,-32219.2045,37.76264942,0,0,0,8.038847797e-12,2.263490189e-25

